client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
0e0501c09d84645ee7418e6bebbb87d59030031307c156e58c08f4ac5c00863e92c0b86f081386ae11eedea11cd0832ee23f7e50285fac52d39c09ed7851fd6d	common_voice_en_41047776.mp3	f05b13340f4242fbc3911588673c38d8d065cde77b605d63e85d3dcdf4931e02	The new division adopted the Lazarus nameplate, while assuming Shillito's Rike's headquarters in Cincinnati.		2	0			United States English		en	
134c70ef63c6d0b17ddbae435da077843802a711bb510ba337bd82c74a4dc670593e9f2fb56e416ae06ddce28e49267faa7298834a9749996a6cf32f7db54b15	common_voice_en_41074651.mp3	f084aae0f1294fc56cf64aa06b48f27952a79e3b5aa7a6de6de4a388fd4cd6e2	He was subsequently assigned to minor posts in Jerusalem, Rome, Cambridge and Strasbourg.		3	0	thirties	non-binary	United States English,Maine		en	
2ca636c915df1f93af996708934a5ea7eb437dfded2301d66d6d1089b66fbb8779667bce42e9eb39bb4d2dfcb55f826da13504bb7b5021d5fc44496a6fa99e57	common_voice_en_40884000.mp3	ee7ea141b3eb4ddfabc311da0550e6abd2f2e6457ae2a11a2f2b19cd3cdbed63	The phrase originated in a comic strip of the same name.		2	0					en	
2e91e4bf7389040b3e898a756f0155ebde7eb41ea68470287c44da0dafb57fb592cf31fa7ac756b0f62ae48f58843ec80eb4a02c9db354520da242467b37f043	common_voice_en_41120986.mp3	f0ecf52a133a6f48f1a9bf503d995db0cf36139c11513cc804026f3d33e3f76d	Gibson went on to manage the Department of Recreation in East Orange, New Jersey.		2	0	twenties		India and South Asia (India, Pakistan, Sri Lanka)		en	
38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415	common_voice_en_40983032.mp3	efe4e03f95b62047b25b5cadab7793fd1e517ea9fbac73a6dd2a1e25be56a1ff	On Sundays, four trains run each way, to Carlisle and Whitehaven only.		2	0	twenties		India and South Asia (India, Pakistan, Sri Lanka)		en	
3a7e562f91be204271351929b01fc4358096dc524cb7b94c3e848d0f580d04cdb65e4e1691df2a2a2e6b76be7ff8397fc60ae66e0595b62eb6f9eb9f2c9c56d3	common_voice_en_40869109.mp3	ee8ca1eb707ac794543eff0b85e3a10d3e1cf3f8086eb678754cb3a926bad7c0	There is a police station on the main road.		4	0	twenties	female_feminine	United States English		en	
4a6e2c9440a3cbf052046ab6f09a6d2681789f4cdc2175e82366cf8066a96926ffa1124c5958158085655f0998e5d41b077eb0ec826379882216871ba7af51b3	common_voice_en_40973113.mp3	efd9ad56708db4a0853af786a6c4676f87de50a96e85b3ea70ef74d5c132ec2c	Each pattern is available in two variations, labelled "A" and "B".		2	0			European		en	
771bb09f65a789b82c4f187fca85ba0bb0e63b727878deef5de3034f022847d1e64f8d6a7b081cb9c8b81876c889ec10a1c16e591bf316a8468e6026d582718b	common_voice_en_41129568.mp3	f10be134a92f57ee00d7a3bbd8df430463eebbe4e928aff1b94d264202968abf	In other respects, however, they have primitive features, closer to nonruminants such as pigs.		4	0			England English,southern english,sussex		en	
a1171d4eaeafcfdee8c758688d077e5868af67fc27bcca841babf60e904e642fb27210f6d419af6da82f861e473c0a4c994fa6dd7eb01f6eaf08a22603538514	common_voice_en_40904381.mp3	eebac75be1720f69c19f548738860ab93da83bf9bfe9d45e00a0a51240153404	The most radical change to the Vantage, however, was inside the engine compartment.		3	0			United States English,United Kingdom English,Australian English		en	
b40d204e87197801c711a954cf85bc317480f045e9f1c55ab0173d9a1d685a7575dfff923f25de0103b4b36529ef91e5d9b2f6d3fa40db6374cc2c76fd858ecd	common_voice_en_40901825.mp3	eeaa4194b21e04fa17ab8b9d78ca4e22438cd4074d1dc7ada276067df1ba8499	Fort Stockton and Pecos County are part of the Midland College service area.		2	0			United States English,Russian English Accent		en	
b895602d9eae132fe68b85ff4a1af9d377f0f324686c2539e2509c605d14fade8eb0c7ea8dc329977345eb4bfd4f1e9e49770098c2f18696829c6d8aefa69633	common_voice_en_41069015.mp3	f07b5c4c8d545f5d76281f14b1dbad58e73f637ca1d6ad3b8b17a68ddcff93d7	The historicity of Samyogita is a matter of debate.		2	0	twenties		United States English		en	
bc6c841bc7cbdbef62370b140888fa775714a455ad4977e64f69b2c633d8f666576ee2e736380c7662ab8ca221b3dc413f5fd00e7cb2ac2f117c0c30c8a7a6fc	common_voice_en_41083130.mp3	f07647cfa3bcf3501e69f992e214ae51bd3e416be76da175eb38bfb84e663206	In some cases, Kansai dialect uses entirely different words.		2	0	twenties	non-binary	United States English		en	
bd91d5310e51865f92a086b0c90d669b4a1217c2f6010fa292222d52e7903dd40693ad3124eaabfa26cb3d7781a4f9bb5e90b4e5e2d929faf0a81eceb4ea35aa	common_voice_en_40921784.mp3	ef1a8d9218a0f1ab7c06ebcfe7b61f3c1a20d04fd7844e90be581e6377bda173	A common theme Women's Studies students engage with is Power and Power Imbalance.		2	0	fourties	non-binary	United States English		en	
d749f6b63a8df699930fb8cba1e42d7f9b978ece0d3e32779a91e6926e7f54fb386ee6840b1cf3e0e263a2cee56dff31336684cf70f8c28e34b6bd4c27517726	common_voice_en_40957157.mp3	ef9b9dbe9dce47114287bee5ae603c712f65b08dc00551dea052eb175f067815	The Committee will holds exhibitions and seminars about Hong Kong sports.		2	0			United States English		en	
df3e6b087d6034af3137aac1bcc45c4192e6c676348dff1c0457cfdf634adaceed5d5f9cff653bfbdc360e103ad27595890025cf6a40f608dd3dd8ed5e7af35d	common_voice_en_40943950.mp3	ef56865fa3d7cefc0f2290ad81388f07cc71d4e8ced29f9ec61a43f74912603b	Eating muesli for breakfast can make me feel to sugary.		3	0	twenties	non-binary	Russian,England English		en	
eaf038400e68206ee0d518ddc6b77b6416f8016a054663eea8cce61532673e702916060d96044e78ed6fa1a4a5652b8439c4c9478f34ebddce455b76f462ee9b	common_voice_en_41039328.mp3	f039a87144989648711cad790333a23e9a871004a5a38ecbe5ddd569f5daa731	He was also the younger half-brother of Emperor Sunjong and Prince Imperial Ui.		2	0	twenties		United States English		en	
058fe5b1170aa09ef3f1092b179384639bc46ac53c16753f3305b3242579ec99a0edf459e177cc415fd00be4f34f08a99cf670b90077a0622f5c4a71423f7eea	common_voice_en_40953263.mp3	ef7d3c34147f1c5a00e31cd999a0d0a84ceeb7739d8957efab36fedf4c5e2eee	Switzerland has qualified a single athlete in modern pentathlon.		3	0	fifties	female_feminine	United States English,Washington State		en	
058fe5b1170aa09ef3f1092b179384639bc46ac53c16753f3305b3242579ec99a0edf459e177cc415fd00be4f34f08a99cf670b90077a0622f5c4a71423f7eea	common_voice_en_40953264.mp3	ef7d69e22a866a46a16f0b90ddd54922ac207a2537ebb5522bae1f592e05a148	He was the son of Cherubino Bartoli.		3	0	fifties	female_feminine	United States English,Washington State		en	
06bb1a6776e54b2c25bf2f9845944ded2dc44150aeb2a4c7b1b50e28174ae554f31f05f5c928d9e51fc625dcaf0b64e8ae35176d8f137d5e98486958187260c7	common_voice_en_40930553.mp3	ef12a3f2118f9a60368cc6eaffe5f0a07f88918175b48526ecccde8b9dbff2d4	The Mosque Cares is based in the Chicago metropolitan area.		4	0			New Zealand English,England English		en	
06bb1a6776e54b2c25bf2f9845944ded2dc44150aeb2a4c7b1b50e28174ae554f31f05f5c928d9e51fc625dcaf0b64e8ae35176d8f137d5e98486958187260c7	common_voice_en_40930569.mp3	ef28246bc3540379ca72d28b83d679adf0ed4986393e1ac0005c318895d41a19	The avenue finishes off close to the Great Hall of the People.		2	0			New Zealand English,England English		en	
